Course ID,Course Subject,Course Number,Course Name,Course Description
14135,HIST,372,Latin American History Via the Novel,"This course examines modern Latin American history and its representation by comparing ?fictional? and ?factual? depictions of key issues and significant events including economic imperialism, political revolution, and race relations. Texts such as Gabriel García Márquez?s literary masterpiece One Hundred Years of Solitude are used.

NOTE: Students who have received credit for this topic under a HIST 398 number may not take this course for credit."
14137,HIST,373,The Pacific War,"This course explores the history of the Pacific War, from its origins in the expansion of the Japanese empire to the atomic bombings, Japan?s surrender, and the shaping of postwar Asia. While covering battles, strategy and tactics, and the weapons of war, the course also looks at diverse themes such as home fronts, propaganda, and how the war has been remembered and represented since 1945.

NOTE: Students who have received credit for this topic under a HIST 398 number may not take this course for credit."
14140,HIST,374,Egypt and the World Since 1798,"This course explores the social, cultural, and political histories of Egypt between the Napoleonic conquest and the present. Special attention is paid to the formation of Egyptian national identity in a post-Ottoman international context.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.




"
14145,HIST,377,History of Russia 1694-1917,Please see UGRD Calendar
14146,HIST,378,History of the Soviet Union,"This course examines the main economic, social, and political developments of the history of the Soviet Union from its creation in 1917 to its collapse in 1991. Particular attention is paid to the Stalin era, the impact of World War II, and the Cold War.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.




"
14149,HIST,380,HISTORY & DIGITAL MEDIA,"Prerequisite: See N.B. number (1). This course offers an introduction to the changes that new media and technologies are bringing to historical research, writing, presentation, and teaching of the past. The course begins with an overview of the history of the Internet and digital media, and then examines historical work on a variety of subjects ? by scholars, teachers, archivists, museum curators, and popular historians ? published on the web. Historical and critical readings provide the basis for the hands-on section of the course in which students develop pilot online history projects.

NOTE: Students who have received credit for this course under a HIST 387 number may not take this course for credit.
N.B.(1)  300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department."
14150,HIST,381,History and Public Policy,"This course examines the uses of history and the role of the historian in the political, legal, andsocial arenas, focusing on cases in which the past has underwritten social movements or mediated public controversies. Topics may include professional work with government and non-governmental organizations, expert analyses and testimony before tribunals and truth commissions in human rights cases, Native land claims, reparations, restorative justice, and the repatriation of cultural artifacts.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.




"
14152,HIST,382,AGE OF ENLIGHTENMENT,Please see UGRD Calendar
14153,HIST,383,Age of Revolution,"This course focuses on the French political and English industrial revolutions and their consequences throughout Europe. Colonialism, slavery, and the Atlantic revolutions in the Americas are considered to the extent that they contributed to, or were influenced by, the revolutions in Europe."
14156,HIST,385,"Age of Dictators: Europe, 1914-1945","A study of the internal development and external relations of the nations of Europe from the Great War to the end of World War II. The course examines this chaotic age primarily through an investigation of the revolutionary and reactionary upheavals that kept Europe socially, politically, and economically unbalanced for 30 years.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.




"
14159,HIST,387B,SEL TOPS IN PUBLIC HISTORY MUSEUMS & HERITAGE,
14160,HIST,388,Telling Stories: Oral History and Creative Practice,"This course is an introduction to oral history theory, ethics, and practice, and surveys the many oral history projects underway in Montreal and around the globe."
14161,HIST,390,Urban History Laboratory,"Students conduct original archival and/or oral history research on a selected aspect of Montreal?s history and then go public with their research in creative and engaging ways.

NOTE: Students who have received credit for this course topic under a HIST 387 number may not take this course for credit."
14162,HIST,391,SELECTED TOPICS IN HISTORY,Please see UGRD Calendar
14166,HIST,394,Food in History,"This course considers the economic, political, and cultural changes in food production, diets and cuisines from 1700 to the present from a global, comparative perspective. Lectures, primary and secondary source readings, films, research and hands-on activities explore diverse topics such as hunting and gathering; cooking traditions and innovations; cultural and ethical dimensions of eating and fasting; agriculture and food markets; the politics of famine; factory farms, industrial processing, and nutritional science; the emergence of the restaurant, the supermarket, fast food; and the globalization of modern diets.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.
NOTE: Students who have received credit for this topic under a HIST 398 number may not take this course for credit.



"
14167,HIST,395,Environmental History,Please see UGRD Calendar
14168,HIST,396,The United States Since 1945,"The immediate historical background of today?s America is the subject matter of this course. Major themes include civil rights, the rise of modern feminism, and economic change."
14169,HIST,397,History and Sound,Please see Undergraduate Calendar
14181,HIST,398L,SELECTED TOPICS IN HISTORY TUDOR ENGLAND,Please see UGRD Calendar
14195,HIST,398Z,SELECTED TOPICS IN HISTORY NATIONALISM IN AFRICA,
14216,HIST,411,SEMINAR IN CANADIAN HISTORY,Please see UGRD Calendar
14250,HIST,426,LATE CLASSICAL+MEDIEVAL EURO,Please see UGRD Calendar
14252,HIST,427,ADV.STY/LTE.CLAS&MEDIEV.EUR,Please see UGRD Calendar
14263,HIST,434,ADV.STUDY IN FRENCH HISTORY,Please see UGRD Calendar
14265,HIST,436,ADV STUDY IN MODERN EUROPE,Please see UGRD Calendar
14285,HIST,438,ADVANCED STDY-BRITISH HIST.,Please see UGRD Calendar
14297,HIST,451,SEMINAR IN AMERICAN HISTORY,Please see UGRD Calendar
14336,HIST,461,SEMINAR IN ASIAN HISTORY,Please see UGRD Calendar
14340,HIST,462,Advanced Study in Asian History,"Advanced seminar in a selected topic in Asian history. The emphasis is on encouraging students to conduct historical investigation on their own, under a professor?s guidance. The specific content varies from year to year depending on the instructor."
14354,HIST,471,ADV STUDY IN AFRICA HIST,Please see UGRD Calendar
14361,HIST,476,ADV.STUDY IN 3RD WORLD,Please see UGRD Calendar
14367,HIST,478,ADVANCED STDY WOMEN'S HIST,Please see UGRD Calendar
14384,HIST,491,IND/STUD TUTORIAL IN HISTORY,Please see UGRD Calendar
14470,HIST,620,SEL TOPS IN CANADIAN HIST,Please see GRAD Calendar
14511,HIST,679,TUTORIAL/SEL AREA OF HISTORY,Please see GRAD Calendar
14543,HIST,819,TUTORIAL IN EURO HISTORY,Please see GRAD Calendar
14556,HIST,829,TUTORIAL IN CAN HISTORY,Please see GRAD Calendar
14570,HIST,839,TUTORIAL IN US HISTORY,Please see GRAD Calendar
14580,HIST,849,Tutorial in Non-Western History,Please see GRAD Calendar
14590,HIST,859,TUTORIAL IN GENOCIDE HISTORY,Please see GRAD Calendar
14594,HIST,860,SEL TOPS IN HIST OF GENDER,Please see GRAD Calendar
14598,HIST,869,TUT IN GENDER HISTORY,Please see GRAD Calendar
14602,HIST,879,SELECTED AREA OF HISTORY,Please see GRAD Calendar
22620,HIST,211,History of Ireland,"After establishing some broader historical context, this survey course traces modern Irish history in the 18th, 19th and 20th centuries. Special attention is given to the development of Irish nationalism and relations with Great Britain.

NOTE: Students who have received credit for HIST 211 or for this topic under an IRST 298 number may not take this course for credit."
40979,HIST,219,(also listed as CLAS 230) Ancient Near East,"A political, social, economic, and intellectual history of the ancient Near East, this course surveys the period from the origins of civilization in the middle of the fourth millennium to Alexander the Great's conquest of the Persian Empire in the latter part of the fourth century BC.

NOTE: Students who have received credit for CLAS 230 may not take this course for credit.



"
40980,HIST,223,(also listed as CLAS 240) Greek History from the Bronze Age to Alexander,"This course offers a political, social, economic, and cultural history of Greece from the Minoan-Mycenaean period in the second millennium to the end of Classical Greek civilization in the fourth century BC, with special emphasis placed upon Athens.

NOTE: Students who have received credit for CLAS 240 may not take this course for credit.



"
40982,HIST,225,(also listed as CLAS 242) History of the Roman Republic,"This course offers a political, social, economic and cultural history of Rome from the city's origins to the establishment of the Roman Empire under the Emperor Augustus.

NOTE: Students who have received credit for CLAS 242 may not take this course for credit.



"
40984,HIST,323,Greek History from Alexander to the Roman Conquest (also listed as CLAS 341),"A political, social, economic, and cultural history of the Greek world from Alexander the Great to the Roman conquest of Greece in 146 BC. 
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.
NOTE: Students who have received credit for CLAS 341 may not take this course for credit."
40985,HIST,327,(also listed as CLAS 343) History of the Roman Empire,"This course offers a political, social, economic, and cultural history of the Roman Empire from Augustus to the end of the Roman Empire in the West.
Prerequisite: 300-level courses are generally open only to students who have successfully completed 24 credits. Students who do not have this prerequisite may register with the permission of the Department.
NOTE: Students who have received credit for CLAS 343 may not take this course for credit.



"
40986,HIST,330,THE GREAT IRISH FAMINE,"This course examines the social, political, economic, and cultural dimensions of the Great Irish Famine. Beginning with a thorough examination of society and politics in the pre-Famine period, the course explores the causes and course of the 1845-50 Famine, with emphasis on social conditions, mass mortality, emigration, and British government responses to conditions in Ireland. The outcomes and long-term consequences of the Famine for Irish society, politics, Anglo-Irish relations, and the Irish Diaspora are also explored. Some attention is also given to historiographical debates and Famine memory.
NOTE: Students who have received credit for IRST 312 or for this topic under a HIST or IRST 398 number may not take this course for credit."
40987,HIST,412,Advanced Study in Canadian History,"The emphasis is on encouraging students to conduct historical investigation on their own, under a professor?s guidance. The specific content varies from year to year depending on the instructor."
40989,HIST,430,SEMINAR IN EARLY MOD. EUROPE,Please see UGRD Calendar
46105,HIST,389,Ethnography: Doing Micro-History of the Present,"This course introduces basic tools of ethnographic research and documenting using both traditional and new media, with attention to ethical, political, interpersonal, and aesthetic issues."
46770,HIST,291,SELECTED TOPICS IN HISTORY,Please see UGRD Calendar
46771,HIST,298,SELECTED TOPICS IN HISTORY,Please see UGRD Calendar
46772,HIST,299,SELECTED TOPICS IN HISTORY,Please see UGRD Calendar
46773,HIST,387,SEL TOPS IN PUBLIC HISTORY,Please see UGRD Calendar
46774,HIST,398,Selected Topics in History,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule."
46775,HIST,399,SELECTED TOPICS IN HISTORY,Please see UGRD Calendar
46776,HIST,439,ADV.STUDY IN BRITISH HISTORY,Please see UGRD Calendar
46777,HIST,470,ADV. STUDY IN AFRICAN HIST,Please see UGRD Calendar
46779,HIST,479,ADV TOPICS IN WOMEN S HIST,Please see UGRD Calendar
46781,HIST,499,ADVANCED TOPICS IN HISTORY,Please see UGRD Calendar
46782,HIST,593,ADVANCED TOPICS IN HISTORY,Please see GRAD Calendar
46783,HIST,596,ADVANCED TOPICS IN HISTORY,Please see GRAD Calendar
46785,HIST,640,SEL TOPS NON-WESTERN HISTORY,Please see GRAD Calendar
46787,HIST,810,SEL TOPS IN EUROPEAN HISTORY,Please see GRAD Calendar
46788,HIST,820,SEL TOPS IN CANADIAN HISTORY,Please see GRAD Calendar
46789,HIST,830,SEL TOPICS IN US HISTORY,Please see GRAD Calendar
46790,HIST,840,SEL TOPS NON-WESTERN HISTORY,Please see GRAD Calendar
46791,HIST,850,SEL TOPS IN HIST OF GENOCIDE,Please see GRAD Calendar
46792,HIST,870,SELECTED TOPICS IN HISTORY,Please see GRAD Calendar
47241,HIST,208,Introduction to the History of the Balkans,Please see Undergraduate Calendar
49242,HIST,274,The Atlantic World,"This course examines how an ?Atlantic world? emerged between the 15th and 19th centuries. As societies in Africa, the Americas, and Europe came into increasingly regular contact, the ocean became a nexus rather than a gulf between them. By studying historical documents from the period and scholarly debates about how to interpret them, we explore why and how these long-distance connections provoked a range of unprecedented transformations for people on four continents.

NOTE: Students who have received credit for this topic under a HIST 298 number may not take this course for credit."
47296,HISW,202,Modern Europe,Please see Undergraduate Calendar
47297,HISW,203,"History of Canada, Pre-Confederation",Please see Undergraduate Calendar
47298,HISW,205,"History of Canada, Post-Confederation",Please see Undergraduate Calendar
47299,HISW,206,Medieval Europe,Please see Undergraduate Calendar
47300,HISW,251,History of the United States to the Civil War Era,Please see Undergraduate Calendar
47301,HISW,276,History of Latin America:  The Colonial Period,Please see Undergraduate Calendar
47877,HISW,207,EARLY MODERN EUROPE,"This course offers an introduction to European history from the 15th through the 18th centuries. It encompasses the Renaissance, the Reformation, the Scientific Revolution, and the Enlightenment. Other topics include European contact with the New World, the formation of commercial and colonial empires, the related transformation of economic and social relations in Europe, and arguably the first modern political revolutions.

NOTE: Students who have received credit for HIST 201 or HISW 207 may not take this course for credit."
47878,HISW,208,HISTORY OF THE BALKANS,Please see Undergraduate Calendar
47879,HISW,253,History of the United States since the Civil War Era,"This course surveys American history from the Civil War Era to the present. It deals with the political and economic framework of American history, and with social and cultural trends."
48399,HISW,210,QUEBEC SINCE CONFEDERATION,"A survey of the history of Quebec from the time of Confederation until the present. While due emphasis is placed on political developments in the province, the purpose of the course is to acquaint the student with the significant economic and social trends in modern Quebec.

NOTE: Students who have received credit for HIST 210 or SCPA 210 may not take this course for credit."
48848,HISW,261,History of South Asia,"This course is an introduction to the intellectual traditions, social structures, and political institutions of South Asia, with particular attention to developments during the past two centuries.

NOTE: Students who have received credit for HIST 261 may not take this course for credit."
49241,HISW,274,The Atlantic World,"This course examines how an ?Atlantic world? emerged between the 15th and 19th centuries. As societies in Africa, the Americas, and Europe came into increasingly regular contact, the ocean became a nexus rather than a gulf between them. By studying historical documents from the period and scholarly debates about how to interpret them, we explore why and how these long-distance connections provoked a range of unprecedented transformations for people on four continents.

NOTE: Students who have received credit for this topic under a HIST 298 number may not take this course for credit."
49659,HISW,242,History of the Middle East,Please see Undergraduate Calendar
46793,HISZ,298,SELCTED TOPICS IN HISTORY,Please see UGRD Calendar
14929,HUMA,340,SPECIAL TOPICS IN THE HUMAN,Please see UGRD Calendar
14931,HUMA,800,DIRECTED STUDIES,Please see GRAD Calendar
14933,HUMA,801,DIRECTED STUDIES,Please see GRAD Calendar
14935,HUMA,802,DIRECTED STUDIES,Please see GRAD Calendar
14937,HUMA,803,DIRECTED STUDIES,Please see GRAD Calendar
14939,HUMA,804,DIRECTED STUDIES,Please see GRAD Calendar
14941,HUMA,805,DIRECTED STUDIES,Please see GRAD Calendar
14943,HUMA,806,DIRECTED STUDIES,Please see GRAD Calendar
14945,HUMA,807,DIRECTED STUDIES,Please see GRAD Calendar
14948,HUMA,808,DIRECTED STUDIES,Please see GRAD Calendar
14950,HUMA,809,DIRECTED STUDIES,Please see GRAD Calendar
14952,HUMA,810,DIRECTED STUDIES,Please see GRAD Calendar
14954,HUMA,811,DIRECTED STUDIES,Please see GRAD Calendar
14956,HUMA,812,DIRECTED STUDIES,Please see GRAD Calendar
14968,HUMA,818,DIRECTED STUDIES,Please see GRAD Calendar
14970,HUMA,819,DIRECTED STUDIES,Please see GRAD Calendar
14982,HUMA,825,DIRECTED STUDIES,Please see GRAD Calendar
14985,HUMA,826,DIRECTED STUDIES,Please see GRAD Calendar
14988,HUMA,827,DIRECTED STUDIES,Please see GRAD Calendar
14991,HUMA,828,DIRECTED STUDIES,Please see GRAD Calendar
14993,HUMA,829,DIRECTED STUDIES,Please see GRAD Calendar
14995,HUMA,830,DIRECTED STUDIES,Please see GRAD Calendar
15010,HUMA,831,DIRECTED STUDIES,Please see GRAD Calendar
15025,HUMA,832,DIRECTED STUDIES,Please see GRAD Calendar
15040,HUMA,833,DIRECTED STUDIES,Please see GRAD Calendar
15055,HUMA,834,DIRECTED STUDIES,Please see GRAD Calendar
15070,HUMA,835,DIRECTED STUDIES,Please see GRAD Calendar
15085,HUMA,836,DIRECTED STUDIES,Please see GRAD Calendar
15100,HUMA,837,DIRECTED STUDIES,Please see GRAD Calendar
15115,HUMA,838,DIRECTED STUDIES,Please see GRAD Calendar
15130,HUMA,839,DIRECTED STUDIES,Please see GRAD Calendar
15145,HUMA,840,DIRECTED STUDIES,Please see GRAD Calendar
15159,HUMA,841,DIRECTED STUDIES,Please see GRAD Calendar
15174,HUMA,842,DIRECTED STUDIES,Please see GRAD Calendar
15189,HUMA,843,DIRECTED STUDIES,Please see GRAD Calendar
15204,HUMA,844,DIRECTED STUDIES,Please see GRAD Calendar
15219,HUMA,845,DIRECTED STUDIES,Please see GRAD Calendar
15234,HUMA,846,DIRECTED STUDIES,Please see GRAD Calendar
15249,HUMA,847,DIRECTED STUDIES,Please see GRAD Calendar
15263,HUMA,848,DIRECTED STUDIES,Please see GRAD Calendar
15278,HUMA,849,DIRECTED STUDIES,Please see GRAD Calendar
15293,HUMA,850,DIRECTED STUDIES,Please see GRAD Calendar
15307,HUMA,851,DIRECTED STUDIES,Please see GRAD Calendar
15322,HUMA,852,DIRECTED STUDIES,Please see GRAD Calendar
15336,HUMA,853,DIRECTED STUDIES,Please see GRAD Calendar
15350,HUMA,854,DIRECTED STUDIES,Please see GRAD Calendar
15365,HUMA,855,DIRECTED STUDIES,Please see GRAD Calendar
15380,HUMA,856,DIRECTED STUDIES,Please see GRAD Calendar
15395,HUMA,857,DIRECTED STUDIES,Please see GRAD Calendar
15410,HUMA,858,DIRECTED STUDIES,Please see GRAD Calendar
15424,HUMA,859,DIRECTED STUDIES,Please see GRAD Calendar
15437,HUMA,860,DIRECTED STUDIES,Please see GRAD Calendar
15450,HUMA,861,DIRECTED STUDIES,Please see GRAD Calendar
15463,HUMA,862,DIRECTED STUDIES,Please see GRAD Calendar
15475,HUMA,863,DIRECTED STUDIES,Please see GRAD Calendar
15488,HUMA,864,DIRECTED STUDIES,Please see GRAD Calendar
15501,HUMA,865,DIRECTED STUDIES,Please see GRAD Calendar
15515,HUMA,866,DIRECTD STUDIES,Please see GRAD Calendar
15528,HUMA,867,DIRECTED STUDIES,Please see GRAD Calendar
15542,HUMA,868,DIRECTED STUDIES,Please see GRAD Calendar
15555,HUMA,869,DIRECTED STUDIES,Please see GRAD Calendar
15569,HUMA,870,DIRECTED STUDIES,Please see GRAD Calendar
15581,HUMA,871,DIRECTED STUDIES,Please see GRAD Calendar
15595,HUMA,872,DIRECTED STUDIES,Please see GRAD Calendar
15609,HUMA,873,DIRECTED STUDIES,Please see GRAD Calendar
15622,HUMA,874,DIRECTED STUDIES,Please see GRAD Calendar
15634,HUMA,875,DIRECTED STUDIES,Please see GRAD Calendar
15646,HUMA,876,DIRECTED STUDIES,Please see GRAD Calendar
15658,HUMA,877,DIRECTED STUDIES,Please see GRAD Calendar
15670,HUMA,878,DIRECTED STUDIES,Please see GRAD Calendar
15682,HUMA,879,DIRECTED STUDIES,Please see GRAD Calendar
15694,HUMA,880,DIRECTED STUDIES,Please see GRAD Calendar
15706,HUMA,881,DIRECTED STUDIES,Please see GRAD Calendar
15718,HUMA,882,DIRECTED STUDIES,Please see GRAD Calendar
15729,HUMA,883,DIRECTED STUDIES,Please see GRAD Calendar
15740,HUMA,884,DIRECTED STUDIES,Please see GRAD Calendar
15752,HUMA,885,COMPREHENSIVE EXAMINATIONS,Please see GRAD Calendar
15756,HUMA,886,DIRECTED STUDIES,Please see GRAD Calendar
15762,HUMA,889,Seminar in Interdisciplinary Studies II,A required core seminar to be taken by all students within their first year in the program. Each year a different topic or approach is selected with the aim of exploring how it is pursued and challenged across disciplinary boundaries.
15764,HUMA,890,THESIS,Please see GRAD Calendar
15765,HUMA,895,Thesis,Please see Graduate Calendar
46794,HUMA,216,SPECIAL TOPICS IN HUMAN-ADV,Please see UGRD Calendar
47246,HUMA,855O,DIRECTED STUDIES ALCHEMY AND THE SENSES,See GRAD Calendar.
47278,HUMA,854O,DIRECTED STUDIES ADV. RHETORICAL THEORY,See GRAD Calendar.
47414,HUMA,856O,DIRECTED STUDIES PLAYWR/MUSIC THE PART II,Please see the GRAD Calendar
47435,HUMA,857O,DIRECTED STUDIES ULYSSES AND ITS WAKE,
47436,HUMA,858O,DIRECTED STUDIES LAW AND THE SENSES,
47437,HUMA,859O,DIRECTED STUDIES 3D SILHOUETTE ANIMATION,
48694,HUMA,891,Comprehensive Examination Major Field,Please see Graduate Calendar
48695,HUMA,892,Comprehensive Examination Minor Field I,Please see Graduate Calendar
48696,HUMA,893,Comprehensive Examination Minor Field II,Please see Graduate Calendar.
48697,HUMA,894,Thesis Proposal with Defence,Please see Graduate Calendar
23803,IBUS,466,MGMT. OF MULTINATIONAL CORPS,Please see UGRD Calendar
23817,IBUS,493,INTERNATIONAL BUSINESS LAW,Please see UGRD Calendar
24050,IBUS,492,CROSS-CULTURAL COMMUN & MGMT,Please see UGRD Calendar
41326,IBUS,462,(also listed as MARK 462) Environment of World Business,"This is a foundation course in international business; the objective is to present information which exposes the student to cultural, social, political, economic, legal, and financial environments in which Canadian business executives manage their operations abroad. All students are encouraged to develop their own philosophy towards international business activities by developing research and analytical skills in analyzing current and long-term problems perceived in different economic systems and environments. Specific topics include empirical dimensions of world economy, economic development, international trade and investment patterns, regional economic co-operation, area studies, Canadian nationalism, and foreign investment in Canada.
Prerequisite: COMM 210, 215; COMM 223 or 224.
NOTE: Students who have received credit for MARK 462 may not take this course for credit.



"
41327,IBUS,465,(also listed as MARK 465) International Marketing Management,"This course studies the management approach to international marketing, with emphasis on key variables that are controllable by the international marketing manager. Attention is focused on market measurement, product policy, channels, pricing, and promotion, with special emphasis on the development and control of multinational marketing strategies and programs. Students execute a project directed to a selected part of the world.
Prerequisite: COMM 223 or 224; MARK 462 or IBUS 462.
NOTE: Students who have received credit for MARK 465 may not take this course for credit.



"
46795,IBUS,471,TOPICS IN INT L BUSINESS,Please see UGRD Calendar
46796,IDYS,498,SPECIAL TOPICS IN IDYS,Please see UGRD Calendar
46797,IDYS,499,SPECIAL TOPICS IN IDYS,Please see UGRD Calendar
46798,IMBA,695,SPEC TOP/INVESTMENT MGMNT,Please see GRAD Calendar
46799,IMCA,398,SPECIAL TOPICS IN IMCA,"Prerequisite: Second-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
NOTE: Specific topics, and additional prerequisites if required, are stated in the
Undergraduate Class Schedule.
*30 credits completed in degree program."
46800,IMCA,399,SPECIAL TOPICS IN INTERMEDIA,"Prerequisite: Second-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
NOTE: Specific topics, and additional prerequisites if required, are stated in the
Undergraduate Class Schedule.
*30 credits completed in degree program."
46801,IMCA,499,SPECIAL TOPICS IN IMCA,"Prerequisite: Third-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
*60 credits completed in degree program."
50065,IMCA,498,Special Topics in Intermedia,"Prerequisite: Third-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
*60 credits completed in degree program."
15899,INDI,622,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15907,INDI,624,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15917,INDI,626,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15921,INDI,627,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15922,INDI,628,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15925,INDI,629,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15929,INDI,631,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15931,INDI,632,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15938,INDI,634,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15940,INDI,634C,MASTER'S LEVEL STUDIES LANGUAGE CHANGE,Please see GRAD Calendar
15950,INDI,638,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
15963,INDI,820,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
15986,INDI,826,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
15991,INDI,827,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
16011,INDI,831,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
16040,INDI,839,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41344,INDI,600,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41346,INDI,620,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41349,INDI,621,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41354,INDI,623,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41361,INDI,625,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41370,INDI,630,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41375,INDI,633,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41380,INDI,635,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41383,INDI,636,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41386,INDI,637,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41393,INDI,639,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41397,INDI,640,MASTERS LEVEL STUDIES POLYMER SCIENCE,Please see GRAD Calendar
41398,INDI,641,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
41399,INDI,687,MASTER'S THESIS PROPOSAL,Please see GRAD Calendar
41400,INDI,690,MASTER'S THESIS,Please see GRAD Calendar
41401,INDI,698A,MASTER'S LEVEL STUDIES MAS DIR RES CRS PRACTICU,Please see GRAD Calendar
41402,INDI,800,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41403,INDI,801,DOCTORAL LEVEL STUDIES INTERACTION AND AFFECT,Please see GRAD Calendar
41407,INDI,821,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41411,INDI,822,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41415,INDI,823,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41419,INDI,824,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41422,INDI,825,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41431,INDI,828,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41435,INDI,829,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41439,INDI,830,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41447,INDI,832,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41451,INDI,833,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41454,INDI,834,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41456,INDI,835,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41459,INDI,836,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41461,INDI,837,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41464,INDI,838,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41471,INDI,840,DOCTORAL LEVEL STUDIES PRODUCT DESIGN,Please see GRAD Calendar
41472,INDI,841,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
41473,INDI,842,DOCTORAL LEVEL STUDIES PLASMA CATALYS/APPLI DES,Please see GRAD Calendar
41474,INDI,885,DOCTORAL COMPREH EXAMINATION,Please see GRAD Calendar
41475,INDI,887,DOCTORAL THESIS PROPOSAL,Please see GRAD Calendar
41476,INDI,890,DOCTORAL RESEARCH & THESIS,Please see GRAD Calendar
41477,INDI,898A,DOCTORAL LEVEL STUDIES DOC DIR RES CRS PRACTICU,Please see GRAD Calendar
44079,INDI,642,MASTER'S LEVEL STUDIES INTELLIG TRANSPORT SYSTE,Please see GRAD Calendar
44080,INDI,643,MASTER'S LEVEL STUDIES NZEB MODELLING/DESIGN,Please see GRAD Calendar
44087,INDI,843,DOCTORAL LEVEL STUDIES ADV ELEC/OXID WASTE TREA,Please see GRAD Calendar
46153,INDI,633F,MASTER'S LEVEL STUDIES NON-INDO-EUROPEAN STRUCT,Please see GRAD Calendar
46154,INDI,802,"DOCTORAL LEVEL STUDIES NEW MED,GAME/MAP/GHOSTS",Please see GRAD Calendar
46802,INDI,686,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
46803,INDI,698,MASTER'S LEVEL STUDIES,Please see GRAD Calendar
46804,INDI,886,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
46805,INDI,898,DOCTORAL LEVEL STUDIES,Please see GRAD Calendar
47228,INDI,634F,MASTER'S LEVEL STUDIES CONTEMP IRISH THEATRE,
